# run output-space.csv output-time-read.csv output-time-write.csv
0 32.000000 0.024800 0.110900 
1 32.000000 0.028500 0.118300 
2 32.000000 0.024000 0.102600 
3 32.000000 0.027500 0.104900 
4 32.000000 0.026000 0.104100 
5 32.000000 0.030200 0.117200 
6 32.000000 0.026100 0.110500 
7 32.000000 0.028700 0.107700 
8 32.000000 0.030300 0.112400 
9 32.000000 0.029900 0.106500 
10 32.000000 0.032600 0.104400 
11 32.000000 0.034100 0.110300 
12 32.000000 0.034100 0.105100 
13 32.000000 0.035300 0.114400 
14 32.000000 0.037000 0.117000 
15 32.000000 0.037300 0.105700 
16 32.000000 0.038600 0.109500 
17 32.000000 0.052300 0.122100 
18 32.000000 0.044600 0.110900 
19 32.000000 0.042400 0.097400 
20 32.000000 0.042400 0.108700 
21 32.000000 0.043600 0.098900 
22 32.000000 0.051800 0.095300 
23 32.000000 0.054300 0.109400 
24 32.000000 0.054500 0.121500 
25 32.000000 0.062600 0.150800 
26 32.000000 0.050300 0.094800 
27 32.000000 0.053900 0.103100 
28 32.000000 0.057500 0.102700 
29 32.000000 0.055200 0.109900 
30 32.000000 0.054400 0.110200 
31 32.000000 0.057700 0.099600 
32 32.000000 0.058100 0.113100 
33 32.000000 0.062500 0.112600 
34 52.800000 0.061800 0.107100 
35 88.800000 0.061800 0.106100 
36 148.800000 0.074900 0.122800 
37 340.800000 0.091600 0.123400 
38 397.600000 0.092800 0.120200 
39 417.600000 0.103900 0.114800 
40 462.400000 0.140800 0.123700 
41 512.000000 0.096000 0.138300 
42 519.200000 0.088900 0.118400 
43 591.200000 0.090600 0.119800 
44 635.200000 0.085500 0.108800 
45 762.400000 0.088000 0.113700 
46 779.200000 0.094900 0.115900 
47 788.800000 0.089700 0.107500 
48 808.800000 0.102400 0.112700 
49 825.600000 0.097700 0.114100 
50 839.200000 0.096800 0.125900 
51 848.800000 0.098700 0.111800 
52 897.600000 0.099300 0.129800 
53 976.800000 0.107100 0.121500 
54 1018.400000 0.108500 0.124900 
55 1088.800000 0.108000 0.116000 
56 1221.600000 0.114800 0.141700 
57 1265.600000 0.108300 0.121400 
58 1320.000000 0.116000 0.127500 
59 1348.800000 0.127700 0.131000 
60 1360.000000 0.116900 0.127000 
61 1402.400000 0.128900 0.115200 
62 1419.200000 0.136200 0.126300 
63 1432.800000 0.127700 0.123300 
64 1480.800000 0.154500 0.141100 
65 1498.400000 0.129800 0.119900 
66 1512.000000 0.135400 0.130000 
67 1528.000000 0.126500 0.132000 
68 1542.400000 0.121800 0.121400 
69 1558.400000 0.130400 0.123800 
70 1586.400000 0.130000 0.123000 
71 1631.200000 0.141200 0.111000 
72 1661.600000 0.135000 0.124200 
73 1684.800000 0.136300 0.133000 
74 1698.400000 0.132700 0.117800 
75 1724.000000 0.137400 0.118200 
76 1778.400000 0.163300 0.117700 
77 1820.800000 0.141400 0.123900 
78 1856.800000 0.143400 0.120600 
79 1880.800000 0.149700 0.117000 
80 1899.200000 0.160700 0.119900 
81 1918.400000 0.158700 0.137300 
82 1927.200000 0.144700 0.126000 
83 1952.800000 0.149800 0.134900 
84 1964.800000 0.149300 0.113700 
85 1974.400000 0.179300 0.121300 
86 1992.800000 0.150900 0.125100 
87 2019.200000 0.160200 0.135700 
88 2038.400000 0.164000 0.116700 
89 2058.400000 0.153700 0.172700 
90 2069.600000 0.159600 0.113700 
91 2088.000000 0.158200 0.143600 
92 2128.000000 0.158300 0.117700 
93 2189.600000 0.172800 0.126900 
94 2234.400000 0.167200 0.135700 
95 2254.400000 0.161300 0.120700 
96 2287.200000 0.165800 0.128300 
97 2299.200000 0.162500 0.108200 
98 2322.400000 0.175500 0.131900 
99 2354.400000 0.165800 0.127300 
100 2380.000000 0.181700 0.122500 
101 2400.800000 0.170900 0.131400 
102 2412.000000 0.171900 0.127000 
103 2427.200000 0.175200 0.125000 
104 2452.000000 0.171800 0.133500 
105 2470.400000 0.177200 0.124100 
106 2499.200000 0.180500 0.123800 
107 2520.800000 0.176900 0.123000 
108 2555.200000 0.186600 0.130200 
109 2569.600000 0.199700 0.151200 
110 2608.800000 0.180300 0.131200 
111 2648.800000 0.188100 0.129400 
112 2696.000000 0.189500 0.117900 
113 2718.400000 0.195100 0.124300 
114 2735.200000 0.198800 0.119000 
115 2764.800000 0.195800 0.122100 
116 2778.400000 0.187800 0.121800 
117 2806.400000 0.190300 0.112600 
118 2816.000000 0.217900 0.119400 
119 2832.800000 0.196700 0.137400 
120 2852.000000 0.199700 0.109800 
121 2870.400000 0.210700 0.132900 
122 2893.600000 0.203100 0.129500 
123 2910.400000 0.210800 0.115800 
124 2940.800000 0.205300 0.126600 
125 2957.600000 0.221700 0.130900 
126 2989.600000 0.213600 0.123200 
127 3028.000000 0.213800 0.145400 
128 3049.600000 0.209600 0.129700 
129 3062.400000 0.210900 0.125000 
130 3084.800000 0.216400 0.115300 
131 3124.800000 0.213000 0.132500 
132 3155.200000 0.227000 0.128100 
133 3198.400000 0.231600 0.150400 
134 3214.400000 0.214600 0.131400 
135 3235.200000 0.251200 0.122800 
136 3262.400000 0.228800 0.129800 
137 3286.400000 0.240700 0.131700 
138 3302.400000 0.228000 0.129200 
139 3327.200000 0.246000 0.138000 
140 3348.800000 0.230900 0.134600 
141 3362.400000 0.248200 0.135700 
142 3391.200000 0.236600 0.136100 
143 3416.800000 0.239800 0.127600 
144 3429.600000 0.240900 0.140600 
145 3468.800000 0.268000 0.130500 
146 3486.400000 0.235300 0.129800 
147 3504.000000 0.234400 0.134500 
148 3529.600000 0.274500 0.151600 
149 3576.800000 0.234900 0.131200 
150 3593.600000 0.237500 0.131800 
151 3617.600000 0.239400 0.143500 
152 3651.200000 0.239400 0.136900 
153 3679.200000 0.242400 0.125300 
154 3697.600000 0.238200 0.113500 
155 3740.000000 0.241300 0.133100 
156 3760.000000 0.248100 0.128500 
157 3771.200000 0.251800 0.131100 
158 3789.600000 0.257700 0.129900 
159 3819.200000 0.247900 0.129500 
160 3849.600000 0.255100 0.136000 
161 3866.400000 0.251300 0.122200 
162 3889.600000 0.262100 0.133100 
163 3937.600000 0.257700 0.115500 
164 3963.200000 0.266100 0.146800 
165 3981.600000 0.309300 0.134700 
166 4008.800000 0.256200 0.131000 
167 4032.800000 0.270700 0.146200 
168 4054.400000 0.267000 0.128200 
169 4075.200000 0.266100 0.129900 
170 4102.400000 0.277100 0.133000 
171 4123.200000 0.272200 0.139600 
172 4145.600000 0.265500 0.130800 
173 4170.400000 0.276200 0.127400 
174 4183.200000 0.276500 0.129200 
175 4223.200000 0.281700 0.134800 
176 4247.200000 0.289600 0.139200 
177 4275.200000 0.272200 0.134800 
178 4303.200000 0.279100 0.130400 
179 4337.600000 0.287500 0.128100 
180 4360.000000 0.293000 0.130300 
181 4372.800000 0.298700 0.115300 
182 4404.000000 0.286700 0.126200 
183 4417.600000 0.288200 0.121200 
184 4440.000000 0.291400 0.127600 
185 4468.000000 0.298700 0.124000 
186 4484.000000 0.308100 0.138800 
187 4509.600000 0.296500 0.151000 
188 4540.000000 0.300400 0.147400 
189 4551.200000 0.295200 0.127500 
190 4563.200000 0.304600 0.138800 
191 4595.200000 0.305500 0.134100 
192 4623.200000 0.303300 0.138800 
193 4652.000000 0.308600 0.129600 
194 4681.600000 0.306400 0.125100 
195 4694.400000 0.307900 0.134000 
196 4718.400000 0.315600 0.144900 
197 4734.400000 0.312900 0.124900 
198 4755.200000 0.316700 0.128100 
199 4791.200000 0.311100 0.134600 
200 4814.400000 0.319600 0.134400 
201 4843.200000 0.320400 0.122500 
202 4864.800000 0.339900 0.144700 
203 4882.400000 0.326300 0.128000 
204 4913.600000 0.322600 0.147300 
205 4951.200000 0.355100 0.128200 
206 4963.200000 0.312900 0.129400 
207 4987.200000 0.335200 0.132100 
208 5010.400000 0.327500 0.145500 
209 5041.600000 0.324000 0.127800 
210 5059.200000 0.325600 0.136600 
211 5089.600000 0.335200 0.129600 
212 5124.000000 0.336800 0.130200 
213 5141.600000 0.352200 0.131600 
214 5164.000000 0.345300 0.130000 
215 5182.400000 0.341100 0.139300 
216 5208.800000 0.343800 0.129600 
217 5230.400000 0.340800 0.145100 
218 5257.600000 0.342900 0.139700 
219 5280.000000 0.345300 0.128800 
220 5301.600000 0.343700 0.129900 
221 5337.600000 0.342300 0.135800 
222 5356.000000 0.347700 0.133600 
223 5373.600000 0.339200 0.140400 
224 5388.800000 0.346800 0.130700 
225 5416.800000 0.350800 0.132000 
226 5447.200000 0.356200 0.125200 
227 5472.000000 0.359600 0.138700 
228 5500.000000 0.357000 0.137300 
229 5533.600000 0.351900 0.145700 
230 5567.200000 0.353800 0.132800 
231 5588.000000 0.353700 0.131100 
232 5604.000000 0.355000 0.122800 
233 5632.800000 0.376000 0.148000 
234 5647.200000 0.361000 0.128800 
235 5672.000000 0.365600 0.133000 
236 5685.600000 0.358600 0.130300 
237 5702.400000 0.367100 0.127900 
238 5733.600000 0.365800 0.123800 
239 5750.400000 0.369500 0.127400 
240 5764.000000 0.377500 0.134900 
241 5786.400000 0.359100 0.139500 
242 5820.800000 0.371100 0.128600 
243 5839.200000 0.374600 0.138800 
244 5860.800000 0.380100 0.137700 
245 5893.600000 0.420800 0.138900 
246 5924.800000 0.380800 0.150000 
247 5947.200000 0.388800 0.134400 
248 5960.800000 0.381700 0.130100 
249 6001.600000 0.377600 0.128800 
250 6018.400000 0.386800 0.123700 
251 6036.800000 0.382200 0.127200 
252 6054.400000 0.386200 0.122600 
253 6072.800000 0.384900 0.124200 
254 6100.000000 0.387600 0.129100 
255 6121.600000 0.390700 0.132700 
256 6151.200000 0.397600 0.133200 
257 6167.200000 0.393300 0.126600 
258 6198.400000 0.399300 0.150200 
259 6212.800000 0.400600 0.136600 
260 6235.200000 0.397500 0.124400 
261 6251.200000 0.401600 0.134600 
262 6268.000000 0.398100 0.130900 
263 6288.000000 0.408300 0.128500 
264 6339.200000 0.397700 0.125900 
265 6359.200000 0.395300 0.145700 
266 6377.600000 0.391800 0.128800 
267 6402.400000 0.390700 0.126400 
268 6423.200000 0.399400 0.142900 
269 6463.200000 0.399900 0.172300 
270 6484.800000 0.416100 0.137800 
271 6509.600000 0.448200 0.147200 
272 6546.400000 0.402200 0.131100 
273 6556.800000 0.404800 0.130300 
274 6573.600000 0.416700 0.133500 
275 6584.000000 0.420000 0.136400 
276 6604.000000 0.434800 0.141200 
277 6637.600000 0.420000 0.149900 
278 6665.600000 0.405800 0.133400 
279 6685.600000 0.408000 0.120200 
